@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R39,41,85,96,164,240,254,267,274'

@attribute orgvanderwaalsMin numeric
@attribute orgASA+Min numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute oxlikevanderwaalsMax numeric
@attribute orgacc-waterdonratio numeric
@attribute PaulingElectronegMean numeric
@attribute hardnessMaxWeighted numeric
@attribute AtomicRadiusMeanWeighted numeric
@attribute outcome {1,2}

@data
231.7,63.05,3.015,-1,-0.1434,1.63,0.759,0.4325,1
238.74,220.5,3,-1,0,1.645,3.0324,0.9372,1
281.27,216.3,0.73,-1,-0.0044,1.645,1.2875,0.4639,1
281.27,216.3,0.73,-1,-0.0041,1.645,2.993,0.919,1
295.52,244.26,4,-1,0,1.645,2.2979,0.7464,2
275.81,239.3,1.99,-1,0,1.645,2.032,0.659,1
206.42,188.71,5,-1,0,1.645,1.4812,0.5167,1
238.74,220.5,3,220.06,0,1.645,1.031,0.389,2
281.27,216.3,0.73,220.06,-0.0029,1.645,1.0044,0.3602,2
326.1,236.73,0.8,220.06,-0.0024,1.645,1.2627,0.4518,2
203.38,203.38,4,220.06,0,1.645,1.026,0.3823,2
281.27,216.3,0.73,220.06,-0.0022,1.645,1.2917,0.4593,2
275.81,239.3,1.99,220.06,0,1.645,1.0284,0.3916,2
207.08,107.75,3.3941,-1,-0.1292,1.63,0.6217,0.3543,2
231.7,63.05,3.0397,-1,-0.1376,1.63,0.6907,0.3936,1
231.7,63.05,3.015,-1,-0.1298,1.63,0.6448,0.3674,1
231.7,63.05,3.3828,-1,-0.1509,1.63,0.6643,0.3785,2
221.38,107.75,1.2998,-1,-0.1272,1.63,0.5554,0.3165,2
206.42,107.75,3.0984,-1,-0.1536,1.63,0.6194,0.3529,1
221.38,107.75,4.4609,-1,-0.4666,1.63,0.1584,0.0903,1
207.08,107.75,3.4554,-1,-0.6615,1.63,0.1508,0.0859,1
221.38,107.75,3.4554,-1,-0.5258,1.63,0.1666,0.095,1
221.38,107.75,3.4554,-1,-0.5849,1.63,0.1505,0.0857,1
221.38,107.75,3.4554,-1,-0.6385,1.63,0.168,0.0957,1
281.27,216.3,0.73,220.06,-0.0029,1.645,1.1753,0.4217,1
326.1,236.73,0.8,220.06,-0.0027,1.645,1.0178,0.3793,1
203.38,203.38,4,220.06,0,1.645,1.2111,0.4248,1
281.27,216.3,0.73,220.06,-0.0031,1.645,1.0526,0.383,1
275.81,239.3,1.99,220.06,0,1.645,1.06,0.3792,1
207.08,107.75,3.3941,-1,-0.1084,1.63,0.5729,0.3264,2
221.38,107.75,3.3941,-1,-0.1127,1.63,0.6072,0.346,1
221.38,107.75,3.3941,-1,-0.1229,1.63,0.5989,0.3413,1
221.38,107.75,3.9192,-1,-0.1125,1.63,0.6395,0.3644,1
221.38,107.75,4.3818,-1,-0.1085,1.63,0.5732,0.3266,1
221.38,107.75,4.8,-1,-0.1075,1.63,0.6055,0.345,1
207.08,107.75,3.3941,-1,-0.1318,1.63,0.317,0.1806,2
221.38,107.75,3.3941,-1,-0.1722,1.63,0.3109,0.1771,1
221.38,107.75,3.3941,-1,-0.1455,1.63,0.2922,0.1665,1
221.38,107.75,3.9192,-1,-0.1334,1.63,0.3303,0.1882,1
221.38,107.75,4.3818,-1,-0.1343,1.63,0.2963,0.1689,1
221.38,107.75,4.8,-1,-0.1386,1.63,0.3424,0.1951,1
221.38,107.75,1.9596,-1,-0.6297,1.63,0.6715,0.3827,1
221.38,107.75,1.9596,-1,-0.6297,1.63,0.6715,0.3827,1
231.7,63.05,1.2961,-1,-0.3022,1.63,0.5692,0.3244,1
231.7,63.05,1.2961,-1,-0.3221,1.63,0.5983,0.3409,1
231.7,63.05,0.9947,-1,-0.3132,1.63,0.6735,0.3838,1
203.38,107.75,2.7713,-1,-0.1613,1.63,0.2607,0.1485,2
203.38,107.75,2.7713,-1,-0.1882,1.63,0.23,0.1311,2
218.32,63.05,1.8974,-1,-0.2021,1.63,0.2313,0.1318,2
218.32,63.05,1.8974,-1,-0.2031,1.63,0.23,0.1311,1
218.32,63.05,1.8974,-1,-0.1964,1.63,0.2432,0.1386,2
275.81,239.3,1.99,-1,0,1.645,4.0852,1.2354,1
294.5,268.62,1,-1,-0.0043,1.645,2.8981,0.908,1
295.52,244.26,4,-1,0,1.645,5.117,1.5377,1
281.27,216.3,0.73,-1,-0.0052,1.645,2.4003,0.8396,1
238.74,220.5,3,-1,0,1.645,4.0136,1.2264,1
238.74,220.5,3,220.06,0,1.645,2.0922,0.6838,1
281.27,216.3,0.73,220.06,-0.0044,1.645,1.944,0.6321,1
218.1,185.23,2,-1,0,1.63,1.3478,0.768,2
218.1,185.23,2,-1,0,1.63,1.3362,0.7614,1
218.1,185.23,2,-1,0,1.63,1.3416,0.7645,2
218.1,185.23,2,-1,0,1.63,1.3182,0.7512,1
218.1,185.23,2,-1,0,1.63,1.4103,0.8036,2
218.1,185.23,2,-1,0,1.63,1.3606,0.7753,2
218.1,185.23,1.9,-1,-0.0011,1.63,4.322,2.4627,2
218.1,185.23,1.9,-1,-0.0005,1.63,1.4325,0.8162,2
289.27,244.99,1.11,-1,-0.0244,1.63,1.3069,0.7447,2
289.27,244.99,1.11,-1,-0.003,1.63,4.6739,2.6633,2
289.27,244.99,1.11,-1,-0.0035,1.63,1.873,1.0673,2
295.52,244.26,4,-1,0,1.63,1.4423,0.8218,2
295.52,244.26,4,-1,0,1.63,1.4201,0.8092,1
295.52,244.26,4,-1,0,1.63,1.2848,0.7321,2
295.52,244.26,4,-1,0,1.63,1.3881,0.791,2
295.52,244.26,3.89,-1,-0.0004,1.63,1.3537,0.7713,2
295.52,244.26,4,-1,0,1.63,1.3379,0.7624,1
295.52,244.26,4,-1,0,1.63,1.363,0.7767,1
295.52,244.26,4,-1,0,1.63,2.4632,1.4036,2
295.52,244.26,4,-1,0,1.63,1.3879,0.7908,2
295.52,244.26,4,-1,0,1.63,1.3493,0.7688,1
295.52,244.26,4,-1,0,1.63,2.3901,1.3619,1
295.52,244.26,3.89,-1,-0.0021,1.63,1.5156,0.8636,2
295.52,244.26,3.89,-1,-0.0012,1.63,1.6072,0.9158,2
295.52,244.26,3.89,-1,-0.0015,1.63,2.2927,1.3064,2
289.27,244.99,1,-1,-0.0125,1.63,1.3421,0.7648,2
289.27,244.99,1,-1,-0.0132,1.63,2.3106,1.3166,2
289.27,244.99,1.11,-1,-0.0112,1.63,1.3766,0.7844,2
289.27,244.99,1.11,-1,-0.0098,1.63,2.5767,1.4682,2
218.1,185.23,2,-1,0,1.63,1.4073,0.8019,1
218.1,185.23,2,-1,0,1.63,1.5339,0.874,1
218.1,185.23,2,-1,0,1.63,2.3074,1.3148,1
218.1,185.23,2,-1,0,1.63,1.3382,0.7625,1
218.1,185.23,2,-1,0,1.63,1.4029,0.7994,1
218.1,185.23,2,-1,0,1.63,1.5587,0.8882,1
218.1,185.23,2,-1,0,1.63,1.3778,0.7851,1
218.1,185.23,2,-1,0,1.63,2.3552,1.342,1
499.94,387.75,4,-1,0,2.09,3.768,0.6167,2
284.06,236.09,6,-1,0,2.09,3.7001,0.5943,2
353.35,279.91,4,-1,0,2.09,3.8581,0.6172,1
374.16,286.5,2,-1,0,2.09,3.8077,0.6114,2
390.49,312.92,4,-1,0,2.09,3.7979,0.6339,2
359.34,282.15,2,-1,0,2.09,3.849,0.6172,2
270.1,229.07,3.98,-1,-0.0001,2.09,4.3667,0.6913,1
304.21,239.55,4,-1,0,2.09,4.5395,0.7157,2
295.42,232.71,4,-1,0,2.09,4.1364,0.7235,2
305.99,254.07,5,-1,0,2.09,4.2679,0.7165,2
327.48,179.46,2,-1,-0.0087,2.09,3.8282,0.6309,1
286.88,257.58,3,-1,0,2.09,4.4948,0.7008,1
198.23,182.03,5,-1,0,2.09,3.8887,0.6182,2
216.38,189.64,5,-1,0,2.09,3.9418,0.6604,2
384.27,305.05,4,-1,0,2.09,3.7256,0.6169,2
246.7,217.46,4,-1,0,2.09,3.9256,0.6811,2
325.39,256.5,5,-1,0,2.09,3.691,0.6081,2
349.09,271.38,5,-1,0,2.09,3.9525,0.698,2
290.94,244.92,6,-1,0,1.63,0.4507,0.2568,2
499.94,387.75,4,-1,0,1.63,0.3751,0.2137,2
284.06,236.09,6,-1,0,1.63,0.3433,0.1956,2
374.16,286.5,2,-1,0,1.63,0.3484,0.1985,2
390.49,312.92,4,-1,0,1.63,0.3261,0.1858,2
359.34,282.15,2,-1,0,1.63,0.3681,0.2098,2
404.58,338.29,6,-1,0,1.63,0.6701,0.3818,2
304.21,239.55,4,-1,0,1.63,0.3435,0.1957,2
295.42,232.71,4,-1,0,1.63,0.42,0.2393,2
305.99,254.07,5,-1,0,1.63,0.3458,0.1971,2
327.48,179.46,2,-1,-0.0081,1.63,0.3225,0.1837,2
283.04,221.8,5,-1,0,1.63,0.3779,0.2153,2
286.88,257.58,3,-1,0,1.63,0.3479,0.1982,2
216.38,189.64,5,-1,0,1.63,0.3035,0.1729,2
384.27,305.05,4,-1,0,1.63,0.2825,0.1609,2
275.93,252.84,4,-1,0,1.63,0.3032,0.1728,2
349.09,271.38,5,-1,0,1.63,0.4166,0.2374,2
407.86,318.43,2,-1,0,1.63,0.3256,0.1855,2
250.78,216.41,5,-1,0,1.63,0.4118,0.2346,2
273.55,239.98,4,-1,0,1.63,0.3138,0.1788,2
290.44,244.26,5,-1,0,1.63,0.3407,0.1941,2
307.31,267.08,4,-1,0,1.63,0.3633,0.207,2
275.93,252.84,4,-1,0,1.63,0.3248,0.1851,2
304.21,239.55,4,-1,0,1.63,0.3466,0.1975,2
254.75,211.84,4,-1,0,1.63,0.6221,0.3545,2
241.79,194.86,5,-1,0,1.63,0.3307,0.1884,2
301.78,262.06,4,-1,0,1.63,0.4279,0.2438,2
336.33,289.26,3,-1,0,1.63,0.3676,0.2095,2
499.94,387.75,4,-1,0,1.63,0.6401,0.3647,2
270.1,229.07,3.98,-1,-0.0002,1.63,0.3964,0.2258,2
305.99,254.07,5,-1,0,1.63,0.4525,0.2579,2
349.09,271.38,5,-1,0,1.63,0.3333,0.1899,2
250.78,216.41,5,220.06,0,2.09,3.7213,0.6031,2
407.86,318.43,2,220.06,0,2.09,3.8826,0.634,2
216.38,189.64,5,220.06,0,2.09,3.8198,0.6375,2
349.09,271.38,5,220.06,0,2.09,3.8927,0.6285,1
305.99,254.07,5,220.06,0,2.09,3.8981,0.6282,2
325.39,256.5,5,220.06,0,2.09,3.9791,0.6324,1
290.44,244.26,5,220.06,0,2.09,3.7179,0.6031,1
241.39,206.97,5,220.06,0,2.09,3.7982,0.6103,2
304.21,239.55,4,220.06,0,2.09,3.9697,0.6455,2
307.31,267.08,4,220.06,0,2.09,3.8218,0.615,2
336.33,289.26,3,220.06,0,2.09,3.7488,0.5977,2
273.55,239.98,4,220.06,0,2.09,3.8288,0.6148,2
424.43,315.9,4,220.06,0,2.09,3.7418,0.6018,1
275.93,252.84,4,220.06,0,2.09,3.7243,0.5996,2
286.88,257.58,3,220.06,0,2.09,3.7982,0.6096,2
246.7,217.46,4,220.06,0,2.09,3.8241,0.6182,2
290.79,232.14,1.11,220.06,-0.003,2.09,3.7108,0.5983,2
241.79,194.86,5,220.06,0,2.09,3.9727,0.6467,2
301.78,262.06,4,220.06,0,2.09,3.7468,0.6025,2
216.01,189.85,5,220.06,0,2.09,3.9233,0.6423,1
390.49,312.92,4,-1,0,1.63,0.2912,0.1659,2
404.58,338.29,6,-1,0,1.63,0.3291,0.1876,2
407.86,318.43,2,-1,0,1.63,0.294,0.1675,2
353.35,279.91,4,-1,0,1.63,0.3025,0.1723,2
407.86,318.43,2,-1,0,1.63,0.3025,0.1723,2
270.1,229.07,3.98,-1,-0.0003,1.63,0.3143,0.1791,1
304.21,239.55,4,-1,0,1.63,0.3063,0.1745,2
295.42,232.71,4,-1,0,1.63,0.3325,0.1895,2
401.59,320.33,4,-1,0,1.63,0.315,0.1795,2
290.94,244.92,6,220.06,0,2.09,3.8977,0.6222,1
284.06,236.09,6,220.06,0,2.09,3.9461,0.6395,1
407.86,318.43,2,220.06,0,2.09,3.648,0.6034,2
270.1,229.07,3.98,220.06,-0.0001,2.09,3.7293,0.6184,2
304.21,239.55,4,220.06,0,2.09,3.9942,0.6529,2
295.42,232.71,4,220.06,0,2.09,3.6705,0.6019,2
283.04,221.8,5,220.06,0,2.09,3.9546,0.6346,2
499.94,387.75,4,220.06,0,2.09,3.9603,0.6288,2
290.94,244.92,6,-1,0,1.63,0.4295,0.2447,2
290.94,244.92,6,-1,0,1.63,0.3571,0.2035,2
404.58,338.29,6,-1,0,1.63,0.3474,0.1979,2
404.58,338.29,6,-1,0,1.63,0.5711,0.3254,2
283.04,221.8,5,-1,0,1.63,0.3471,0.1978,2
283.04,221.8,5,-1,0,1.63,0.4082,0.2326,2
407.86,318.43,2,-1,0,1.63,0.3717,0.2118,2
250.78,216.41,5,-1,0,1.63,0.2917,0.1662,2
350.55,267.35,3,-1,0,1.63,0.2855,0.1627,2
216.38,189.64,5,-1,0,1.63,0.2971,0.1693,2
349.09,271.38,5,-1,0,1.63,0.3194,0.182,2
325.39,256.5,5,-1,0,1.63,0.3125,0.178,2
407.86,318.43,2,-1,0,1.63,0.2899,0.1652,2
307.31,267.08,4,-1,0,1.63,0.2891,0.1647,2
304.21,239.55,4,-1,0,1.63,0.4325,0.2465,2
275.93,252.84,4,-1,0,1.63,0.2871,0.1636,2
384.27,305.05,4,-1,0,1.63,0.3086,0.1759,2
241.79,194.86,5,-1,0,1.63,0.4702,0.2679,2
216.01,189.85,5,-1,0,1.63,0.2665,0.1519,2
273.55,239.98,4,-1,0,1.63,0.2809,0.1601,2
241.39,206.97,5,-1,0,1.63,0.2604,0.1484,2
290.79,232.14,1.11,-1,-0.009,1.63,0.2878,0.164,2
275.93,252.84,4,-1,0,1.63,0.273,0.1555,2
301.78,262.06,4,-1,0,1.63,0.314,0.1789,2
215.61,200.73,5,-1,0,1.63,0.304,0.1732,2
424.43,315.9,4,-1,0,1.63,0.2863,0.1631,2
237.57,194.24,6,-1,0,2.09,3.5508,0.5793,2
237.57,194.24,6,-1,0,2.09,3.5609,0.5751,2
