Reaction number,Reactant 1 name,Reactant 1 mass (g),Reactant 2 name,Reactant 2 mass (g),Reactant 3 name,Reactant 3 mass (g),Reactant 4 name,Reactant 4 mass (g),Reactant 5 name,Reactant 5 mass (g),Temp (ºC),Time (h),Slow cool,pH (x = unknown),Leak,purity (0 = no data in notebook; 1 = multiphase; 2 = single phase),"outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)",Notes
jho244.11,VOSO4,0.169,SeO2,0.6613,hpip,0.1147,water,6.5303,x,-1,110,24,yes,1.5,no,1,4,
jho244.12,VOSO4,0.3354,SeO2,0.5572,hpip,0.2036,water,6.0959,x,-1,110,24,yes,1.5,no,1,3,
jho244.13,VOSO4,0.1617,SeO2,0.326,2-mpip,0.1204,water,6.0271,x,-1,110,24,yes,1.5,no,2,3,
jho244.14,VOSO4,0.1629,SeO2,0.6553,2-mpip,0.1466,water,5.9463,x,-1,110,24,yes,1.5,no,1,4,
jho244.15,VOSO4,0.1682,SeO2,0.3421,3-apyrHCl,0.17,water,6.0242,x,-1,110,24,yes,3.5,no,1,4,
jho244.16,VOSO4,0.1687,SeO2,0.6739,3-apyrHCl,0.1628,water,5.9188,x,-1,110,24,yes,1.5,no,1,4,
jho248.1,VOSO4,0.1638,SeO2,0.6648,2-mpip,6.0073,water,6.0073,x,-1,110,24,yes,0.5,no,1,4,
jho248.2,VOSO4,0.168,SeO2,0.9836,2-mpip,6.0117,water,6.0177,x,-1,110,24,yes,0.5,no,1,4,
jho248.3,VOSO4,0.11657,SeO2,1.3165,2-mpip,6.0737,water,6.0737,x,-1,110,24,yes,0.5,no,2,1,
jho248.4,VOSO4,0.1621,SeO2,0.662,3-apyrHCl,6.0913,water,6.0913,x,-1,110,24,yes,0.5,no,2,4,
jho248.5,VOSO4,0.1635,SeO2,0.9903,3-apyrHCl,6.0832,water,6.0832,x,-1,110,24,yes,0.5,no,2,1,
jho248.6,VOSO4,0.1634,SeO2,1.3265,3-apyrHCl,6.144,water,6.144,x,-1,110,24,yes,0.5,no,2,1,
jho248.7,VOSO4,0.1678,SeO2,0.6773,"2,5-dmpip",0.1223,water,6.0027,x,-1,110,24,yes,0.5,no,2,4,
jho248.8,VOSO4,0.1634,SeO2,0.9988,"2,5-dmpip",0.1393,water,5.9846,x,-1,110,24,yes,0.5,no,1,4,
jho248.9,VOSO4,0.165,SeO2,1.3509,"2,5-dmpip",0.124,water,6.3944,x,-1,110,24,yes,0.5,no,2,4,
jho248.10,VOSO4,0.1666,SeO2,0.3324,aqnHCl,0.2242,water,6.1016,x,-1,110,24,yes,0.5,no,2,4,
jho248.11,VOSO4,0.1625,SeO2,0.2307,aqnHCl,0.2046,water,6.1061,x,-1,110,24,yes,0.5,no,2,4,
jho248.12,VOSO4,0.1644,SeO2,0.1194,aqnHCl,0.1999,water,5.999,x,-1,110,24,yes,0.5,no,2,4,
jho248.13,VOSO4,0.3465,SeO2,0.5537,bapp,0.824,water,6.1246,x,-1,110,24,yes,0.5,no,2,2,
jho248.14,VOSO4,0.3177,SeO2,0.5431,"2,6-dmpip",0.316,water,6.1414,x,-1,110,24,yes,3,no,2,3,
jho99.1,NaVO3,0.1147,SeO2,0.6805,2-mpip,0.1042,water,6.1213,x,-1,150,20,yes,2,no,1,4,
jho99.2,NaVO3,0.1385,SeO2,0.6554,aqnHCl,0.1983,water,6.075,x,-1,150,20,yes,1,no,1,4,
jho99.3,NaVO3,0.1244,SeO2,0.6631,3-apyrHCl,0.1571,water,5.9781,x,-1,150,20,yes,1,no,1,4,
jho99.4,NaVO3,0.1185,SeO2,0.6706,tmed,0.1193,water,6.015,x,-1,150,20,yes,2,no,1,3,
jho99.5,NaVO3,0.1276,SeO2,0.6641,"2,5-dmpip",0.1158,water,6.1086,x,-1,150,20,yes,2,yes,1,2,
jho99.6,NaVO3,0.1218,SeO2,0.6606,en,0.0621,water,6.1192,x,-1,150,20,yes,2,no,1,4,
jho250.1,VOSO4,0.1648,SeO2,1.2995,"1,4-dmpip",0.1166,water,3.7075,x,-1,110,24,yes,3.5,no,1,4,
jho250.2,VOSO4,0.1773,SeO2,1.3726,"1,4-dmpip",0.1168,water,3.0584,x,-1,110,24,yes,6.5,no,2,2,
jho250.3,VOSO4,0.1725,SeO2,1.3301,"2,5-dmpip",0.115,water,4.0304,x,-1,110,24,yes,3.5,no,1,4,
jho250.4,VOSO4,0.1666,SeO2,1.4355,"2,5-dmpip",0.1192,water,3.0436,x,-1,110,24,yes,6.5,no,1,3,
jho250.5,VOSO4,0.1674,SeO2,1.341,aqnHCl,0.2026,water,4.1791,x,-1,110,24,yes,2.5,no,2,3,
jho250.6,VOSO4,0.1619,SeO2,1.3241,aqnHCl,0.2034,water,3.0766,x,-1,110,24,yes,4.5,no,2,3,
jho250.7,VOSO4,0.1686,SeO2,1.3975,2-mpip,0.1031,water,4.2682,x,-1,110,24,yes,3,no,1,4,
jho250.8,VOSO4,0.1662,SeO2,1.3473,2-mpip,0.1041,water,3.2097,x,-1,110,24,yes,6.5,no,2,3,
jho251.1,V2O5,0.0895,SeO2,0.6768,dabco,0.1239,water,6.6815,x,-1,75,48,yes,1.5,no,1,3,
jho251.2,V2O5,0.0898,SeO2,1.3315,dabco,0.1204,water,6.4006,x,-1,75,48,yes,1,no,2,3,
jho251.3,V2O5,0.0933,SeO2,0.6619,"1,4-dmpip",0.1241,water,6.0739,x,-1,75,48,yes,1.5,no,1,4,
jho251.4,V2O5,0.0963,SeO2,z,"1,4-dmpip",0.1169,water,7.1442,x,-1,75,48,yes,1,no,1,4,selenium oxide mass approximate. some may have spilled ()
jho251.5,V2O5,0.0898,SeO2,0.6805,tmed,0.1161,water,6.2444,x,-1,75,48,yes,1.5,no,2,3,
jho251.6,V2O5,0.0911,SeO2,1.3111,tmed,0.1191,water,6.0905,x,-1,75,48,yes,1,no,2,3,
jho251.7,V2O5,0.0895,SeO2,0.6751,"2,5-dmpip",0.1148,water,6.1772,x,-1,75,48,yes,1.5,no,2,3,
jho251.8,V2O5,0.088,SeO2,1.3502,"2,5-dmpip",0.1233,water,6.0631,x,-1,75,48,yes,1,no,2,3,
jho252.1,VOSO4,0.1655,SeO2,0.8842,2-mpip,0.102,water,5.55,x,-1,110,24,yes,1.5,no,1,4,
jho252.2,VOSO4,0.17,SeO2,0.8861,2-mpip,0.1019,water,5.1122,x,-1,110,24,yes,2.5,no,2,4,
jho252.3,VOSO4,0.1625,SeO2,0.9359,2-mpip,0.1057,water,4.8754,x,-1,110,24,yes,3.5,no,2,3,
jho252.4,VOSO4,0.1745,SeO2,0.8823,2-mpip,0.1254,water,4.0877,x,-1,110,24,yes,7,no,2,3,
jho252.5,VOSO4,0.1663,SeO2,1.3763,2-mpip,0.1049,water,5.933,x,-1,110,24,yes,1,no,2,4,
jho252.6,VOSO4,0.1665,SeO2,1.329,2-mpip,0.1109,water,5.0979,x,-1,110,24,yes,1.5,no,1,4,
jho252.7,VOSO4,1.656,SeO2,1.3471,2-mpip,0.1023,water,4.5568,x,-1,110,24,yes,2.5,no,1,3,
jho252.8,VOSO4,0.1626,SeO2,1.3856,2-mpip,0.1247,water,4.1048,x,-1,110,24,yes,3.5,no,1,4,
jho253.1,V2O5,0.0997,SeO2,0.68,dabco,0.1106,water,6.1139,x,-1,110,24,yes,1.5,no,2,2,
jho253.2,V2O5,0.0946,SeO2,1.3186,dabco,0.1207,water,6.2607,x,-1,110,24,yes,1,no,2,3,
jho253.3,V2O5,0.091,SeO2,0.6753,"1,4-dmpip",0.1195,water,6.7349,x,-1,110,24,yes,1.5,no,1,4,
jho253.4,V2O5,0.094,SeO2,1.3245,"1,4-dmpip",0.119,water,6.0863,x,-1,110,24,yes,1,no,2,3,
jho253.5,V2O5,0.089,SeO2,0.679,tmed,0.1156,water,6.0769,x,-1,110,24,yes,1.5,no,2,3,
jho253.6,V2O5,0.1109,SeO2,1.3204,tmed,0.1196,water,6.3227,x,-1,110,24,yes,1,no,2,2,
jho253.7,V2O5,0.0983,SeO2,0.6628,"2,5-dmpip",0.1154,water,5.9484,x,-1,110,24,yes,1.5,no,2,3,
jho253.8,V2O5,0.1021,SeO2,1.3189,"2,5-dmpip",0.1158,water,6.0646,x,-1,110,24,yes,1,no,1,3,
jho254.1,VOSO4,0.1581,SeO2,0.3366,aqnHCl,0.2068,water,5.569,x,-1,110,24,yes,1,no,2,4,
jho254.2,VOSO4,0.1586,SeO2,0.3434,aqnHCl,0.1954,water,5.4622,x,-1,110,24,yes,6.5,no,1,3,
jho254.3,VOSO4,0.1623,SeO2,0.3666,aqnHCl,0.2059,water,4.5661,x,-1,110,24,yes,1,no,1,4,
jho254.4,VOSO4,0.171,SeO2,0.4768,aqnHCl,0.2005,water,4.1041,x,-1,110,24,yes,1.5,no,1,4,
jho254.5,VOSO4,0.3248,SeO2,0.6755,aqnHCl,0.3919,water,5.5422,x,-1,110,24,yes,1,no,2,4,
jho254.6,VOSO4,0.327,SeO2,0.6614,aqnHCl,0.3982,water,5.211,x,-1,110,24,yes,1.5,no,1,4,
jho254.7,VOSO4,0.3323,SeO2,0.6554,aqnHCl,0.3876,water,4.6035,x,-1,110,24,yes,3,no,1,4,
jho254.8,VOSO4,0.3359,SeO2,0.6711,aqnHCl,0.3925,water,4.5106,x,-1,110,24,yes,7,no,1,4,
jho255.1,VOSO4,0.3334,SeO2,0.6655,aqnHCl,0.3985,water,5.8131,x,-1,110,24,yes,1,no,1,4,
jho255.2,VOSO4,0.3215,SeO2,0.6781,aqnHCl,0.392,water,6.4373,x,-1,110,24,yes,0.5,no,2,4,
jho255.3,VOSO4,0.4841,SeO2,0.6673,aqnHCl,0.397,water,5.5102,x,-1,110,24,yes,0.5,no,1,4,
jho255.4,VOSO4,0.483,SeO2,0.6751,aqnHCl,0.398,water,6.0498,x,-1,110,24,yes,0.5,no,2,4,
jho255.5,VOSO4,0.3272,SeO2,0.7256,aqnHCl,0.5806,water,5.6355,x,-1,110,24,yes,0.5,no,1,4,
jho255.6,VOSO4,0.3343,SeO2,0.6867,aqnHCl,0.5712,water,6.0429,x,-1,110,24,yes,0.5,no,2,4,
jho255.7,VOSO4,0.4841,SeO2,0.6685,aqnHCl,0.5867,water,5.5607,x,-1,110,24,yes,0.5,no,2,3,
jho255.8,VOSO4,0.481,SeO2,0.6913,aqnHCl,0.5958,water,6.5323,x,-1,110,24,yes,0.5,no,2,4,
jho256.1,VOSO4,0.1696,SeO2,1.3592,3-apyrHCl,0.1616,water,0.5395,x,-1,110,24,yes,1,no,2,4,
jho256.2,VOSO4,0.1616,SeO2,1.3538,3-apyrHCl,1.3538,water,6.6577,x,-1,110,24,yes,0.5,no,2,1,
jho256.3,VOSO4,0.164,SeO2,1.3121,"1,4-dmpip",1.3121,water,5.6009,x,-1,110,24,yes,1.5,no,2,4,
jho256.4,VOSO4,0.1641,SeO2,1.3291,"1,4-dmpip",1.3291,water,6.0095,x,-1,110,24,yes,1,no,2,1,
jho256.5,VOSO4,0.1603,SeO2,1.3308,hpip,1.3308,water,5.5085,x,-1,110,24,yes,1.5,no,2,2,
jho256.6,VOSO4,0.1683,SeO2,1.814,hpip,1.814,water,6.1366,x,-1,110,24,yes,1,no,2,2,
jho256.7,VOSO4,0.169,SeO2,1.3268,aep,1.3268,water,5.919,x,-1,110,24,yes,1.5,no,1,3,
jho256.8,VOSO4,0.1618,SeO2,1.3249,aep,1.3249,water,6.0202,x,-1,110,24,yes,1,no,1,4,
jho256.9,VOSO4,z,SeO2,z,teta,z,water,z,x,-1,110,24,yes,1,yes,1,3,"""spilled about half liquid plus some solid, added back liquid up to ~6mL"" (ajn - we don't know any masses acurately, make them all Zs)"
jho256.10,VOSO4,0.172,SeO2,1.323,teta,0.1441,water,6.9412,x,-1,110,24,yes,1,no,2,3,
jho256.11,VOSO4,0.1666,SeO2,1.3311,pip,0.0859,water,6.4352,x,-1,110,24,yes,1,no,2,1,
jho256.12,VOSO4,0.1625,SeO2,1.3223,pip,0.0924,water,5.5965,x,-1,110,24,yes,1,no,2,3,
jho256.13,VOSO4,0.1685,SeO2,1.3503,tmed,0.1175,water,5.5371,x,-1,110,24,yes,1.5,no,2,2,
jho256.14,VOSO4,0.1692,SeO2,1.3347,tmed,0.1388,water,6.0738,x,-1,110,24,yes,1,no,2,2,
jho256.15,VOSO4,0.1635,SeO2,1.3174,deta,0.1088,water,6.1034,x,-1,110,24,yes,1,no,1,4,
jho256.16,VOSO4,0.1644,SeO2,1.3186,deta,0.1128,water,5.8475,x,-1,110,24,yes,1.5,no,2,4,
jho259.1,NH4VO3,0.124,SeO2,0.3305,"1,4-dmpip",0.6861,water,6.0288,x,-1,120,24,yes,3.5,no,1,3,
jho259.2,NH4VO3,0.1286,SeO2,0.4539,"1,4-dmpip",0.5874,water,6.3444,x,-1,120,24,yes,3.5,no,1,4,
jho259.3,NH4VO3,0.1251,SeO2,0.5571,"1,4-dmpip",0.4592,water,6.0393,x,-1,120,24,yes,3,no,1,3,
jho259.4,NH4VO3,0.1261,SeO2,0.667,"1,4-dmpip",0.3562,water,6.0205,x,-1,120,24,yes,3,no,1,4,
jho259.5,NH4VO3,0.1241,SeO2,0.771,"1,4-dmpip",0.2347,water,6.0233,x,-1,120,24,yes,3,yes,1,4,"GMN: ""lots of KJH11-004 and some white powder"" presumably that refers to a crystal made earlier (ajn - yes)"
jho259.6,NH4VO3,0.1239,SeO2,0.8692,"1,4-dmpip",0.1381,water,6.0428,x,-1,120,24,yes,3,no,1,3,
jho259.7,NH4VO3,0.2434,SeO2,0.3556,"1,4-dmpip",0.5686,water,6.1454,x,-1,120,24,yes,3.5,no,1,3,
jho259.8,NH4VO3,0.2459,SeO2,0.4467,"1,4-dmpip",0.4523,water,6.0533,x,-1,120,24,yes,3.5,no,2,3,
jho259.9,NH4VO3,0.2432,SeO2,0.5552,"1,4-dmpip",0.3666,water,6.1115,x,-1,120,24,yes,3.5,no,1,4,
jho259.10,NH4VO3,0.2485,SeO2,0.6704,"1,4-dmpip",0.2266,water,5.998,x,-1,120,24,yes,3.5,no,1,4,
jho259.11,NH4VO3,0.2453,SeO2,0.76,"1,4-dmpip",0.1257,water,6.1631,x,-1,120,24,yes,3.5,yes,1,3,
jho259.12,NH4VO3,0.3656,SeO2,0.3327,"1,4-dmpip",0.4688,water,6.018,x,-1,120,24,yes,3.5,yes,0,0,
jho259.13,NH4VO3,0.3639,SeO2,0.4411,"1,4-dmpip",0.3407,water,6.0007,x,-1,120,24,yes,3.5,yes,0,0,
jho259.14,NH4VO3,0.668,SeO2,0.553,"1,4-dmpip",0.231,water,6.1114,x,-1,120,24,yes,3.5,yes,1,4,"GMN: ""white powder w/some KJH-004"" (ajn kjh11-004 is a compound we've made, 4)"
jho259.15,NH4VO3,0.3664,SeO2,0.6713,"1,4-dmpip",0.1262,water,6.0062,x,-1,120,24,yes,3.5,no,2,3,
jho259.16,NH4VO3,0.4882,SeO2,0.33286,"1,4-dmpip",0.3489,water,6.1129,x,-1,120,24,yes,3.5,no,2,3,
jho259.17,NH4VO3,0.4705,SeO2,0.4397,"1,4-dmpip",0.2193,water,6.1043,x,-1,120,24,yes,3.5,no,1,3,
jho259.18,NH4VO3,0.4737,SeO2,0.5557,"1,4-dmpip",0.114,water,6.0094,x,-1,120,24,yes,3.5,no,2,3,
jho259.19,NH4VO3,0.5857,SeO2,0.3302,"1,4-dmpip",0.2265,water,6.0879,x,-1,120,24,yes,3.5,no,1,4,
jho259.20,NH4VO3,0.5898,SeO2,0.444,"1,4-dmpip",0.1142,water,6.3718,x,-1,120,24,yes,3.5,no,1,4,
jho259.21,NH4VO3,0.7089,SeO2,0.3331,"1,4-dmpip",0.1214,water,6.6042,x,-1,120,24,yes,3.5,no,1,4,
jho263.1,NaVO3,0.1255,SeO2,0.6877,"1,4-dmpipHCl",0.1939,water,5.9993,x,-1,120,24,yes,2,no,2,3,
jho263.2,NaVO3,0.2445,SeO2,0.2295,"1,4-dmpipHCl",0.7415,water,6.026,x,-1,120,24,yes,2.5,no,2,3,
jho263.3,NaVO3,0.2409,SeO2,0.449,"1,4-dmpipHCl",0.3855,water,6.0744,x,-1,120,24,yes,2,no,1,3,
jho263.4,NaVO3,0.488,SeO2,0.2288,"1,4-dmpipHCl",0.379,water,6.5166,x,-1,120,24,yes,2.5,yes,2,3,"GMN: ""green pellet"" Crystal? (ajn - 3)"
jho263.5,NaVO3,0.4257,SeO2,0.3881,"1,4-dmpipHCl",0.1859,water,6.0434,x,-1,120,24,yes,2,no,1,3,
jho263.6,NaVO3,0.4244,SeO2,0.1219,"1,4-dmpipHCl",0.6525,water,6.0781,x,-1,120,24,yes,2.5,no,2,3,
jho263.7,NaVO3,0.126,SeO2,0.3915,"1,4-dmpipHCl",0.6639,water,6.7186,x,-1,120,24,yes,2,no,1,3,
jho264.1,NaVO3,0.1203,SeO2,0.666,"1,4-dmpip",0.1118,water,6.004,x,-1,120,24,yes,2,no,2,4,
jho264.2,NaVO3,0.2483,SeO2,0.221,"1,4-dmpip",0.4564,water,6.083,x,-1,120,24,yes,3,no,1,3,
jho264.3,NaVO3,0.2443,SeO2,0.444,"1,4-dmpip",0.2288,water,6.1563,x,-1,120,24,yes,2,no,1,3,
jho264.4,NaVO3,0.4897,SeO2,0.2235,"1,4-dmpip",0.237,water,6.0537,x,-1,120,24,yes,3,no,2,3,
jho264.5,NaVO3,0.4255,SeO2,0.4059,"1,4-dmpip",0.1307,water,6.1175,x,-1,120,24,yes,2.5,no,1,3,
jho264.6,NaVO3,0.4248,SeO2,0.1131,"1,4-dmpip",0.4003,water,6.1365,x,-1,120,24,yes,2.5,no,2,3,
jho264.7,NaVO3,0.1213,SeO2,0.3923,"1,4-dmpip",0.3974,water,6.1383,x,-1,120,24,yes,2.5,no,1,3,
jho265.1,VOSO4,0.1636,SeO2,1.3203,R-2-mpip,0.1074,water,6.6555,x,-1,110,24,yes,1,no,2,4,
jho265.2,VOSO4,1.684,SeO2,1.3233,R-2-mpip,0.1016,water,5.624,x,-1,110,24,yes,1,no,2,4,
jho265.3,VOSO4,0.1658,SeO2,1.3318,S-2-mpip,0.1069,water,5.5834,x,-1,110,24,yes,1,no,2,4,
jho265.4,VOSO4,0.1636,SeO2,1.3245,S-2-mpip,0.1203,water,5.7953,x,-1,110,24,yes,1,no,2,4,
jho265.5,VOSO4,0.1666,SeO2,1.3281,2-mpip,0.1062,water,5.6476,x,-1,110,24,yes,1,no,1,4,
jho265.6,VOSO4,0.1657,SeO2,1.328,2-mpip,0.1452,water,5.6425,x,-1,110,24,yes,1,no,1,4,
jho265.7,VOSO4,0.1678,SeO2,1.3322,2-mpip,0.1097,water,6.1921,x,-1,110,24,yes,1,no,2,4,
jho265.8,VOSO4,0.1645,SeO2,1.3313,2-mpip,0.1025,water,5.6366,x,-1,110,24,yes,1,no,2,4,
jho265.9,VOSO4,0.169,SeO2,1.3253,2-mpip,0.1217,water,5.6189,x,-1,110,24,yes,1,no,2,4,
jho265.10,VOSO4,0.1677,SeO2,1.4155,2-mpip,0.1038,water,5.6312,x,-1,110,24,yes,1,no,2,4,
jho270.1,NH4VO3,0.1209,SeO2,0.6585,Na2C2O4,0.1111,2-mpip,0.1032,water,8.6061,110,24,yes,1.5,no,1,4,
jho270.2,NH4VO3,0.1173,SeO2,0.6652,Na2C2O4,0.1063,2-mpip,0.1225,water,6.0045,110,24,yes,1.5,no,1,4,
jho270.3,NH4VO3,0.1147,SeO2,0.6755,Na2C2O4,0.163,2-mpip,0.1016,water,9.0436,110,24,yes,1.5,no,1,4,
jho270.4,NH4VO3,0.1184,SeO2,0.6603,Na2C2O4,0.1396,2-mpip,0.1206,water,6.1737,110,24,yes,2,yes,2,2,
jho270.5,NH4VO3,0.1135,SeO2,0.6675,Na2C2O4,0.1139,2-mpip,0.1006,water,8.8963,110,24,yes,1,no,1,4,
jho270.6,NH4VO3,0.1189,SeO2,0.6697,Na2C2O4,0.1185,2-mpip,0.1043,water,8.8142,110,24,yes,0,no,1,4,
jho271.1,VOSO4,0.165,SeO2,1.1119,2-mpip,0.1094,water,5.9941,x,-1,110,24,yes,1,no,1,4,
jho271.2,VOSO4,0.1673,SeO2,1.1021,2-mpip,0.1121,water,5.8727,x,-1,110,24,yes,1.5,no,1,4,
jho271.3,VOSO4,0.1667,SeO2,1.3388,2-mpip,0.1044,water,6.0026,x,-1,110,24,yes,1,no,2,1,
jho271.4,VOSO4,0.1623,SeO2,1.3278,2-mpip,0.1153,water,5.7405,x,-1,110,24,yes,1.5,no,1,4,
jho271.5,VOSO4,0.1624,SeO2,1.5625,2-mpip,0.1341,water,6.1059,x,-1,110,24,yes,1,no,2,4,
jho271.6,VOSO4,0.1657,SeO2,1.533,2-mpip,0.1272,water,5.5042,x,-1,110,24,yes,1.5,yes,2,1,
jho272.1,NH4VO3,0.1174,SeO2,1.1058,dmed,0.0845,water,6.0489,x,-1,110,24,yes,1.5,no,1,4,
jho272.2,NH4VO3,0.1185,SeO2,1.108,dmed,0.093,water,6.0178,x,-1,110,24,yes,1.5,no,1,4,
jho272.3,NH4VO3,0.1175,SeO2,1.1229,dmed,0.0856,water,6.0213,x,-1,110,24,yes,1.5,no,1,4,
jho272.4,NH4VO3,0.124,SeO2,1.1063,dmed,0.0888,water,6.0807,x,-1,110,24,yes,1.5,yes,2,4,
jho272.5,NH4VO3,0.1166,SeO2,1.105,dmed,0.0883,water,6.1055,x,-1,110,24,yes,1.5,no,1,4,
jho272.6,NH4VO3,0.1133,SeO2,1.1306,dmed,0.0856,water,5.96,x,-1,110,24,yes,1.5,no,1,4,
jho272.7,NH4VO3,0.1143,SeO2,1.105,2-mpip,0.1305,water,6.1919,x,-1,110,24,yes,2,no,2,3,
jho272.8,NH4VO3,0.112,SeO2,1.3249,2-mpip,0.1011,water,6.0126,x,-1,110,24,yes,2,no,2,3,
jho273.1,VOSO4,0.1613,SeO2,1.3334,2-mpip,0.1019,water,6.0689,x,-1,100,24,yes,1.5,no,1,4,
jho273.2,VOSO4,0.169,SeO2,1.3286,2-mpip,0.1095,water,6.0825,x,-1,100,24,yes,1.5,no,1,4,
jho273.3,VOSO4,0.1607,SeO2,1.3203,2-mpip,0.0852,water,6.0798,x,-1,100,24,yes,1.5,no,1,4,
jho273.4,VOSO4,1.638,SeO2,1.3328,2-mpip,0.0858,water,6.1207,x,-1,100,24,yes,1.5,no,1,4,
jho273.5,VOSO4,0.1651,SeO2,1.3166,2-mpip,0.1057,water,6.0772,x,-1,110,24,yes,1.5,no,1,4,
jho273.6,VOSO4,0.1734,SeO2,1.3114,2-mpip,0.1036,water,6.1122,x,-1,110,24,yes,1.5,no,0,0,
jho273.7,VOSO4,0.1693,SeO2,1.3439,2-mpip,0.0891,water,6.2311,x,-1,110,24,yes,1.5,no,0,0,
jho273.8,VOSO4,0.1696,SeO2,1.3281,2-mpip,0.0804,water,6.0506,x,-1,110,24,yes,1.5,no,1,4,
jho274.1,NH4VO3,0.1089,H2SeO3,1.321,dmed,0.0876,water,6.0609,x,-1,110,24,yes,1.5,no,1,4,
jho274.2,NH4VO3,0.1128,H2SeO3,1.4638,dmed,0.0849,water,4.0977,x,-1,110,24,yes,1.5,no,1,4,
jho274.3,NH4VO3,0.1163,H2SeO3,1.3018,dmed,0.0907,water,4.0201,x,-1,110,24,yes,1.5,no,1,4,
jho274.4,NH4VO3,0.1176,H2SeO3,1.3423,dmed,0.0829,water,2.0394,x,-1,110,24,yes,1.5,no,2,4,
jho274.5,NH4VO3,0.1203,SeO2,1.1015,dmed,0.0918,water,5.9268,x,-1,110,24,yes,1.5,no,1,4,
jho274.6,NH4VO3,0.1148,SeO2,1.11,dmed,0.0894,water,4.2239,x,-1,110,24,yes,1.5,no,1,4,
jho274.7,NH4VO3,0.112,SeO2,1.1139,dmed,0.0886,water,4.1923,x,-1,110,24,yes,1.5,no,1,4,
jho274.8,NH4VO3,0.1189,SeO2,1.1193,dmed,0.0902,water,2.1563,x,-1,110,24,yes,1.5,no,2,4,
jho275.1,VOSO4,0.1634,SeO2,1.3052,2-mpip,0.1099,water,6.0423,x,-1,90,24,yes,1.5,no,1,4,
jho275.2,VOSO4,0.167,SeO2,1.3095,2-mpip,0.1355,water,5.9699,x,-1,90,24,yes,1.5,no,1,4,
jho275.3,VOSO4,0.1724,SeO2,1.3173,2-mpip,0.1104,water,6.1369,x,-1,90,24,yes,1.5,no,1,4,
jho275.4,VOSO4,0.1638,SeO2,1.1506,2-mpip,0.1058,water,6.0811,x,-1,90,24,yes,1.5,no,1,4,
jho276.1,VOSO4,0.1648,SeO2,1.332,"2,5-dmpip",0.1124,water,5.9986,x,-1,110,24,yes,0.5,no,2,4,
jho276.2,VOSO4,0.1612,SeO2,1.3126,"2,5-dmpip",0.1153,water,6.0974,x,-1,110,24,yes,0.5,no,2,4,
jho276.3,VOSO4,0.1623,SeO2,1.3226,"2,5-dmpip",0.122,water,6.0448,x,-1,110,24,yes,0.5,no,2,4,
jho276.4,VOSO4,0.3271,SeO2,0.5432,2-mpip,0.6174,water,6.1447,x,-1,110,24,yes,8,no,1,4,
jho276.5,VOSO4,0.3266,SeO2,0.5535,2-mpip,0.4362,water,5.9433,x,-1,110,24,yes,7,yes,1,4,
jho276.6,VOSO4,0.3246,SeO2,0.69,2-mpip,0.4052,water,6.1411,x,-1,110,24,yes,4,yes,1,2,
jho276.7,VOSO4,0.3201,SeO2,1.3763,2-mpip,0.3981,water,6.2355,x,-1,110,24,yes,1.5,no,1,4,
jho276.8,VOSO4,0.3251,SeO2,1.0993,2-mpip,0.4235,water,6.0898,x,-1,110,24,yes,2.5,no,1,4,
jho277.1,NaVO3,0.1207,SeO2,0.8211,"1,4-dmpip",0.1236,water,6.0736,x,-1,110,24,yes,1.5,no,2,4,
jho277.2,NaVO3,0.1229,SeO2,0.6614,"1,4-dmpip",0.152,water,6.215,x,-1,110,24,yes,1.5,no,1,4,
jho277.3,NaVO3,0.1246,SeO2,0.6716,"1,4-dmpip",0.1163,water,5.9946,x,-1,110,24,yes,1.5,no,1,4,
jho277.4,NaVO3,0.1216,SeO2,0.664,"1,4-dmpip",0.112,water,6.06,x,-1,110,24,yes,1.5,yes,2,3,
jho277.5,VOSO4,0.1686,SeO2,0.6614,"1,4-dmpip",0.1196,water,6.1674,x,-1,110,24,yes,0.5,no,2,4,
jho277.6,VOSO4,0.1655,SeO2,0.7105,"1,4-dmpip",0.1211,water,6.1568,x,-1,110,24,yes,0.5,no,2,4,
jho277.7,VOSO4,0.1631,SeO2,1.3929,"1,4-dmpip",0.1187,water,6.0418,x,-1,110,24,yes,0.5,no,2,1,
jho277.8,VOSO4,0.1669,SeO2,1.3336,"1,4-dmpip",0.1285,water,6.0739,x,-1,110,24,yes,0.5,no,2,1,
jho280.1,NaVO3,0.1214,SeO2,0.8535,"1,4-dmpip",0.1344,water,5.9681,x,-1,110,24,yes,1.5,no,2,4,
jho280.2,NaVO3,0.1222,SeO2,0.8225,"1,4-dmpip",0.1256,water,6.4834,x,-1,110,24,yes,1.5,no,1,4,
jho280.3,NaVO3,0.1233,SeO2,0.8048,"1,4-dmpip",0.1274,water,6.1584,x,-1,110,24,yes,1.5,no,2,4,
jho280.4,NaVO3,0.1228,SeO2,0.8387,"1,4-dmpip",0.1231,water,6.0905,x,-1,110,24,yes,1.5,no,2,4,
jho280.5,NaVO3,0.1263,SeO2,0.988,"1,4-dmpip",0.1251,water,6.1865,x,-1,110,24,yes,1.5,no,2,4,
jho280.6,NaVO3,0.1212,SeO2,0.7817,"1,4-dmpip",0.1359,water,6.1391,x,-1,110,24,yes,1.5,yes,2,3,
