@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R3-5,7-8,13,17,43,74,85,168,170-172,174,179-180,188,228,232,250,256,269,274'

@attribute slowCool {yes,no}
@attribute pH numeric
@attribute leak {yes,no}
@attribute numberOrg numeric
@attribute numberOxlike numeric
@attribute orgmaximalprojectionradiusMax numeric
@attribute orgminimalprojectionsizeMax numeric
@attribute orgASA_HMin numeric
@attribute orgminimalprojectionsizeGeomAvg numeric
@attribute orghbdamsdonGeomAvg numeric
@attribute Na {yes,no}
@attribute Te {yes,no}
@attribute Br {yes,no}
@attribute K {yes,no}
@attribute F {yes,no}
@attribute P {yes,no}
@attribute S {yes,no}
@attribute Cr {yes,no}
@attribute PaulingElectronegMax numeric
@attribute IonizationMin numeric
@attribute IonizationMaxWeighted numeric
@attribute IonizationMinWeighted numeric
@attribute EAGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
no,1,no,1,1,4.15,8.07,159.95,8.07,6,yes,no,no,no,no,no,no,no,2.55,650.9,6.2315,0.9774,0.3132,3
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.0458,0.3545,0.1858,3
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.615,0.686,0.2491,4
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.0169,0.9865,0.3092,4
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,5.9008,0.3246,0.1757,3
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,5.6531,0.6806,0.249,4
no,1,no,1,1,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,5.6701,0.9774,0.2988,3
no,1,no,1,1,5.4,10.83,203.2,10.83,10,yes,no,no,no,no,no,no,no,2.55,650.9,6.1077,0.3566,0.1873,3
no,1,no,1,1,5.4,10.83,203.2,10.83,10,yes,no,no,no,no,no,no,no,2.55,650.9,5.9661,0.663,0.2524,3
no,1,no,1,1,5.4,10.83,203.2,10.83,10,yes,no,no,no,no,no,no,no,2.55,650.9,6.0415,1.002,0.3123,3
no,1,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,6.1196,0.3358,0.1819,3
no,1,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,5.6608,0.7073,0.254,4
no,1,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,5.8643,1.0084,0.3087,3
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,5.9296,0.6822,0.2553,4
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,7.5434,0.6854,0.2886,3
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,9.7357,0.662,0.3222,3
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6362,0.6609,0.245,3
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.6757,0.6844,0.2909,3
no,1,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5033,0.6486,0.3151,1
no,1,no,1,1,5.4,10.83,203.2,10.83,10,yes,no,no,no,no,no,no,no,2.55,650.9,6.2654,0.6555,0.2572,3
no,1,no,1,1,5.4,10.83,203.2,10.83,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.4162,0.6662,0.2821,3
no,1,no,1,1,5.4,10.83,203.2,10.83,10,yes,no,no,no,no,no,no,no,2.55,650.9,9.8247,0.6902,0.3305,3
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,5.609,0.6534,0.243,1
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,7.6571,0.6732,0.2882,1
no,1,no,1,1,3.57,6.77,110.13,6.77,3.78,yes,no,no,no,no,no,no,no,2.55,650.9,9.3956,0.6588,0.3158,1
no,2,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6302,0.6561,0.2439,3
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.7066,0.6561,0.2456,3
no,2,no,1,1,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,5.6752,0.6646,0.2465,3
no,2,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.7549,0.671,0.2494,3
no,2,no,1,1,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,5.6921,0.6657,0.2471,3
no,2,no,1,1,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,5.8872,0.6491,0.2481,3
no,2,no,1,1,4.77,9.5,263.26,9.5,0.88,yes,no,no,no,no,no,no,no,2.55,650.9,5.8397,0.6764,0.2522,3
no,2,no,1,1,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,6.0034,0.6716,0.2548,3
no,2,no,1,1,5.19,10.13,323.49,10.13,2,yes,no,no,no,no,no,no,no,2.55,650.9,5.972,0.6694,0.2538,3
no,2,no,1,1,5.7,11.35,326.4,11.35,3,yes,no,no,no,no,no,no,no,2.55,650.9,5.7939,0.67,0.2501,3
no,2,no,1,1,5.4,10.83,188.78,10.83,9.98,yes,no,no,no,no,no,no,no,2.55,650.9,5.994,0.6539,0.2513,3
no,2,no,1,1,7.85,15.66,300.79,15.66,7.85,yes,no,no,no,no,no,no,no,2.55,650.9,5.6675,0.6732,0.2479,3
no,1,no,1,1,3.84,7.39,142.39,7.39,5,yes,no,no,no,no,no,no,no,2.55,650.9,5.6472,0.6481,0.2428,3
no,2,no,1,1,5.4,10.58,196.82,10.58,5.99,yes,no,no,no,no,no,no,no,2.55,650.9,5.9669,0.6513,0.2502,2
no,2,no,1,1,4.66,9.43,225.86,9.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6531,0.6662,0.2463,4
no,2,no,1,1,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,5.6582,0.6534,0.244,3
no,2,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,5.7082,0.6806,0.2502,3
no,2,no,1,1,6.31,12.27,237.23,12.27,6,yes,no,no,no,no,no,no,no,2.55,650.9,5.7405,0.6646,0.2479,3
no,2,no,1,1,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,5.827,0.6555,0.2481,3
no,2,no,1,1,3.76,7.43,173.72,7.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.7761,0.6566,0.2472,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.7235,0.6769,0.2498,4
no,2,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6463,0.6678,0.2465,4
no,3,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.7133,0.663,0.247,3
no,4,no,1,1,3.6,6.77,161.57,6.77,3.99,yes,no,no,no,no,no,no,no,2.55,650.9,5.7634,0.6593,0.2474,3
no,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,5.6438,0.6902,0.2505,3
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.7167,0.6588,0.2463,3
no,3,no,1,1,4.05,7.98,247.34,7.98,0.21,yes,no,no,no,no,no,no,no,2.55,650.9,5.6964,0.6865,0.251,3
no,4,no,1,1,4.05,7.98,247.34,7.98,0.03,yes,no,no,no,no,no,no,no,2.55,650.9,6.0449,0.6833,0.258,3
no,2,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6413,0.3449,0.177,3
no,2,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.8482,0.6785,0.2528,4
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.7006,0.347,0.1785,3
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,5.9847,0.6641,0.253,4
no,2,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,yes,no,2.55,650.9,5.6726,0.3953,0.1901,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,yes,no,2.55,650.9,5.7523,0.6617,0.2476,3
no,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,yes,no,2.55,650.9,5.7702,0.3666,0.1846,3
no,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,yes,no,2.55,650.9,5.7549,0.7,0.2547,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.8745,0.3316,0.1772,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.7057,0.6733,0.2488,3
no,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,5.8872,0.3383,0.1791,3
no,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,5.9152,0.6677,0.2522,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,yes,no,no,no,no,2.55,650.9,5.7837,0.323,0.1735,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,yes,no,no,no,no,2.55,650.9,6.0305,0.6564,0.2525,4
no,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,yes,no,no,no,no,2.55,650.9,5.9466,0.3574,0.185,3
no,1,no,1,1,4.05,7.98,213.24,7.98,0.97,yes,no,no,yes,no,no,no,no,2.55,650.9,5.9635,0.6639,0.2526,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.3943,0.4906,0.2248,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6133,0.6886,0.2495,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.8753,0.8226,0.279,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.4706,0.9881,0.3209,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.8558,1.1275,0.3261,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.1077,1.325,0.3611,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6277,1.6469,0.3864,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.5963,1.9688,0.4213,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,3.7925,0.6689,0.2022,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.6302,0.647,0.2422,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.6834,0.6566,0.2851,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5898,0.6598,0.3193,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,3.784,1.2865,0.28,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.7023,1.3511,0.3523,4
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.4993,1.3447,0.4031,3
no,1,no,1,1,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3481,1.3405,0.4493,4
no,1,no,1,1,5.7,11.35,326.4,11.35,3,yes,no,no,no,no,no,no,no,2.55,650.9,8.6298,0.6523,0.3011,4
no,1,no,1,1,5.7,11.35,326.4,11.35,3,yes,no,no,no,no,no,no,no,2.55,650.9,7.4959,0.6652,0.2834,3
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,7.8996,0.671,0.2922,3
no,1,no,1,1,3.66,6.94,239.3,6.94,0,yes,no,no,no,no,no,no,no,2.55,650.9,7.5629,0.6566,0.2828,3
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.5256,0.655,0.2818,3
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.5205,0.6673,0.2843,3
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.5841,0.6577,0.2835,3
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.8632,0.6828,0.2941,3
no,2,no,1,1,5.7,11.35,326.4,11.35,3,yes,no,no,no,no,no,no,no,2.55,650.9,9.4083,0.6443,0.3125,4
no,2,no,1,1,4.12,7.94,210.85,7.94,3,yes,no,no,no,no,no,no,no,2.55,650.9,9.4524,0.647,0.3139,4
no,2,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5533,0.678,0.323,1
no,2,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3396,0.6614,0.3155,1
no,2,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3515,0.6785,0.3197,4
no,2,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.9307,0.6571,0.3242,1
no,2,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.5542,0.6684,0.3207,4
no,2,no,1,1,4.69,9.35,261.95,9.35,1.99,yes,no,no,no,no,no,no,no,2.55,650.9,9.41,0.6502,0.314,4
no,2,no,1,1,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3701,0.6534,0.3141,1
no,2,no,1,1,5.19,10.13,323.49,10.13,2,yes,no,no,no,no,no,no,no,2.55,650.9,9.4058,0.6454,0.3127,1
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,no,no,2.55,650.9,5.6887,0.3094,0.1684,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,no,no,2.55,650.9,5.6726,0.6438,0.2426,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,no,no,2.55,650.9,5.6302,0.9921,0.3,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,no,no,2.55,650.9,5.676,1.3121,0.3464,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,no,no,2.55,650.9,5.6268,1.7589,0.3993,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,5.8151,0.3594,0.1835,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,5.6379,0.6609,0.245,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,5.9932,0.9572,0.304,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,5.7328,1.3313,0.3506,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,6.6852,1.7837,0.4383,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.6175,0.3051,0.1662,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.7133,0.6323,0.2412,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.7583,0.952,0.2972,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,yes,no,no,no,no,2.55,650.9,5.8422,1.3104,0.3512,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,yes,no,no,no,no,2.55,650.9,6.089,1.6433,0.4015,3
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.5824,0.7073,0.2939,4
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,8.2473,0.7137,0.3079,3
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.5071,0.6539,0.2618,3
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,5.9932,0.6588,0.2522,3
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.1594,0.6609,0.2561,3
yes,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,6.162,0.6668,0.2573,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,yes,no,2.55,650.9,7.5231,1.3693,0.4074,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,yes,no,2.55,650.9,7.607,1.3241,0.4028,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,yes,no,2.55,650.9,7.6299,1.3141,0.4019,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,yes,no,2.55,650.9,7.4764,1.3173,0.3983,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,yes,no,2.55,650.9,7.607,1.291,0.3977,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,yes,no,2.55,650.9,7.5383,1.2754,0.3936,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,yes,no,2.55,650.9,7.4798,1.3345,0.401,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,yes,no,2.55,650.9,8.2889,1.2722,0.4122,3
no,2,no,1,1,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,9.6313,0.6721,0.3229,4
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,8.7036,0.6593,0.304,4
no,1,no,1,1,4.18,8.34,192.04,8.34,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.6935,0.6689,0.2879,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.5129,0.7057,0.2923,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,7.6189,0.6486,0.2821,3
no,1,no,1,0,4.66,9.43,225.86,9.43,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.6316,0.6491,0.2825,3
no,1,no,1,0,4.69,9.35,261.95,9.35,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.6596,0.6561,0.2845,3
no,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,7.5706,0.6507,0.2817,3
no,1,no,1,0,5.06,10.12,250.99,10.12,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.4875,0.6529,0.2806,3
no,1,no,1,0,5.19,10.13,323.49,10.13,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.5994,0.6577,0.2838,3
no,1,no,1,0,3.56,6.58,194.04,6.58,2,yes,no,no,no,no,no,no,no,2.55,650.9,7.3848,0.6934,0.2872,3
no,1,no,1,0,5.74,11.24,170.62,11.24,8,yes,no,no,no,no,no,no,no,2.55,650.9,7.5121,0.6636,0.2834,3
no,1,no,1,0,6.02,11.94,315.14,11.94,4,yes,no,no,no,no,no,no,no,2.55,650.9,7.4985,0.6486,0.2799,3
no,1,no,1,0,6.48,13.1,225.18,13.1,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.7724,0.6593,0.2873,3
no,1,no,1,0,4.38,8.74,265.36,8.74,1.01,yes,no,no,no,no,no,no,no,2.55,650.9,7.6876,0.6636,0.2867,3
no,1,no,1,0,7.85,15.66,289.72,15.66,7.98,yes,no,no,no,no,no,no,no,2.55,650.9,7.758,0.6427,0.2834,3
no,1,no,1,0,5.4,10.83,203.2,10.83,10,yes,no,no,no,no,no,no,no,2.55,650.9,7.7945,0.6758,0.2913,3
no,1,no,1,0,4.11,8.17,190,8.17,3,yes,no,no,no,no,no,no,no,2.55,650.9,7.6562,0.647,0.2825,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.5341,0.6764,0.2865,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,9.1488,0.6545,0.3106,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,15.3074,0.6409,0.3975,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.6189,0.4876,0.2446,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,9.187,0.4876,0.2686,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,11.419,0.4888,0.2999,4
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,8.054,0.6836,0.2978,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,9.287,0.6928,0.3219,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,no,no,no,no,no,no,yes,no,2.55,650.9,11.9389,0.6868,0.3635,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,7.4111,0.6892,0.2868,4
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,9.499,0.6417,0.3134,4
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,11.6556,0.6465,0.3484,4
no,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,7.9759,0.9086,0.3417,3
no,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,9.717,0.9566,0.387,3
no,1,no,1,0,3.87,7.5,110.98,7.5,6,yes,no,no,no,no,no,no,no,2.55,650.9,11.4156,0.9331,0.4143,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.5612,0.3262,0.1993,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.6232,0.6509,0.2827,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.624,0.9584,0.3431,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.4281,1.2495,0.3867,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,11.1443,0.4057,0.2699,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,11.4021,0.6705,0.3509,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,11.6107,0.8456,0.3977,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,12.2662,0.9839,0.4409,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.5333,0.6445,0.2797,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.4544,0.6525,0.2799,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.7139,0.6884,0.2925,4
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.4145,0.7,0.2892,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,9.929,0.3299,0.2297,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,9.4931,0.6918,0.3253,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,9.4626,0.8685,0.3639,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,9.4643,0.9913,0.3888,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.5044,0.6856,0.2879,3
no,2,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.8369,0.7148,0.3004,3
no,3,no,1,0,3.6,6.77,161.57,6.77,4,no,no,no,no,no,no,yes,no,2.55,650.9,7.4841,0.672,0.2846,3
no,4,no,1,0,3.6,6.77,161.57,6.77,3.99,no,no,no,no,no,no,yes,no,2.55,650.9,8.411,0.6972,0.3074,3
no,1,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.4041,0.6758,0.32,3
no,2,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.4804,0.679,0.322,3
no,3,no,1,0,3.6,6.77,161.57,6.77,4,yes,no,no,no,no,no,no,no,2.55,650.9,9.3896,0.6491,0.3134,3
no,4,no,1,0,3.6,6.77,161.57,6.77,3.99,yes,no,no,no,no,no,no,no,2.55,650.9,9.5796,0.6529,0.3174,3
no,1,no,1,0,4.05,7.98,213.24,7.98,0.97,yes,no,no,no,no,no,no,no,2.55,650.9,9.5576,0.6764,0.3227,4
no,2,no,1,0,4.05,7.98,247.34,7.98,0.73,yes,no,no,no,no,no,no,no,2.55,650.9,9.5508,0.647,0.3155,4
no,3,no,1,0,4.05,7.98,247.34,7.98,0.21,yes,no,no,no,no,no,no,no,2.55,650.9,9.806,0.7009,0.3328,4
