@relation 'rec_system-weka.filters.unsupervised.attribute.Remove-V-R18,48,60,162-163,171,233,250,255,262,273-274'

@attribute orgavgpol_pHdependentMax numeric
@attribute orgavgpolArithAvg numeric
@attribute orgASA+ArithAvg numeric
@attribute inorg-water-moleratio numeric
@attribute org-water-moleratio numeric
@attribute Br {yes,no}
@attribute EAMin numeric
@attribute IonizationMaxWeighted numeric
@attribute AtomicRadiusMaxWeighted numeric
@attribute IonizationMeanWeighted numeric
@attribute AtomicRadiusGeomWeighted numeric
@attribute outcome {1,2,3,4}

@data
12.52,11.86,211.13,0.033,0.003,no,50.6,9.5533,1.0457,5.1156,0.4316,1
12.52,11.86,211.13,0.0328,0.006,no,50.6,9.3396,1.0223,5.0005,0.4215,1
12.52,11.86,211.13,0.0319,0.0028,no,50.6,9.3515,1.0236,5.015,0.4272,4
12.52,11.86,211.13,0.0343,0.0034,no,50.6,9.9307,1.087,5.2939,0.4332,1
11.76,11.15,244.26,0.0331,0.0037,no,50.6,9.5542,1.0458,5.1113,0.4285,4
14.53,14.02,239.3,0.0324,0.0029,no,50.6,9.41,1.03,5.0301,0.4195,4
11.76,11.15,244.26,0.0327,0.0032,no,50.6,9.3701,1.0256,5.0118,0.4196,1
15.43,14.87,267.29,0.033,0.003,no,50.6,9.4058,1.0295,5.0256,0.4178,1
10.57,9.88,203.38,0.0181,0.003,no,50.6,5.6887,0.6227,2.9991,0.225,3
10.57,9.88,203.38,0.0206,0.0031,no,50.6,5.6726,0.6209,3.1582,0.3241,3
10.57,9.88,203.38,0.0221,0.0032,no,50.6,5.6302,0.6163,3.3112,0.4008,3
10.57,9.88,203.38,0.0241,0.0032,no,50.6,5.676,0.6213,3.494,0.4628,3
10.57,9.88,203.38,0.026,0.0033,no,50.6,5.6268,0.6159,3.6929,0.5335,3
10.57,9.88,203.38,0.0195,0.0028,no,50.6,5.8151,0.6365,3.0872,0.2451,3
10.57,9.88,203.38,0.0198,0.0033,no,50.6,5.6379,0.6171,3.1494,0.3273,3
10.57,9.88,203.38,0.0226,0.0031,no,50.6,5.9932,0.656,3.4752,0.4061,3
10.57,9.88,203.38,0.0235,0.0033,no,50.6,5.7328,0.6275,3.5321,0.4685,4
10.57,9.88,203.38,0.0276,0.0032,no,50.6,6.6852,0.7317,4.2345,0.5856,4
10.57,9.88,203.38,0.019,0.0029,no,50.6,5.6175,0.6149,2.9613,0.222,3
10.57,9.88,203.38,0.0204,0.0034,no,50.6,5.7133,0.6254,3.1728,0.3223,3
10.57,9.88,203.38,0.0226,0.0034,no,50.6,5.7583,0.6303,3.3552,0.397,3
10.57,9.88,203.38,0.024,0.0034,no,50.6,5.8422,0.6395,3.5763,0.4692,3
10.57,9.88,203.38,0.0263,0.0028,no,50.6,6.089,0.6665,3.8662,0.5364,3
10.57,9.88,203.38,0.0178,0.0022,no,50.6,7.5824,0.83,4.1449,0.3927,4
10.57,9.88,203.38,0.0192,0.003,no,50.6,8.2473,0.9027,4.4805,0.4114,3
10.57,9.88,203.38,0.0153,0.002,no,50.6,6.5071,0.7123,3.5805,0.3498,3
10.57,9.88,203.38,0.0146,0.0019,no,50.6,5.9932,0.656,3.326,0.3369,3
10.57,9.88,203.38,0.0151,0.0023,no,50.6,6.1594,0.6742,3.4101,0.3421,3
10.57,9.88,203.38,0.0142,0.002,no,50.6,6.162,0.6745,3.4144,0.3437,3
10.57,9.88,203.38,0.0643,0.0059,no,50.6,7.5231,0.8235,4.4462,0.5443,3
10.57,9.88,203.38,0.0502,0.0048,no,50.6,7.607,0.8327,4.4656,0.5382,3
10.57,9.88,203.38,0.0412,0.0043,no,50.6,7.6299,0.8352,4.472,0.537,3
10.57,9.88,203.38,0.0332,0.0034,no,50.6,7.4764,0.8184,4.3969,0.5322,3
10.08,9.73,244.65,0.0662,0.0058,no,50.6,7.607,0.8327,4.449,0.5314,3
10.08,9.73,244.65,0.0485,0.0044,no,50.6,7.5383,0.8251,4.4069,0.5258,3
10.08,9.73,244.65,0.0381,0.0037,no,50.6,7.4798,0.8187,4.4072,0.5358,3
10.08,9.73,244.65,0.0353,0.0057,no,50.6,8.2889,0.9073,4.7805,0.5507,3
9.73,9.73,216.3,0.0306,0.0029,no,50.6,9.6313,1.0542,5.1517,0.4314,4
12.52,11.86,211.13,0.0283,0.0029,no,50.6,8.7036,0.9527,4.6814,0.4062,4
12.52,11.86,211.13,0.0273,0.0035,no,50.6,7.6935,0.8421,4.1812,0.3847,4
10.57,9.88,203.38,0.0272,0.0034,no,50.6,7.5129,0.8223,4.1093,0.3905,3
10.08,9.73,244.65,0.027,0.0046,no,50.6,7.6189,0.834,4.1338,0.377,3
14.51,13.88,222.38,0.0271,0.003,no,50.6,7.6316,0.8353,4.1404,0.3774,3
14.53,14.02,239.3,0.0273,0.0031,no,50.6,7.6596,0.8384,4.1578,0.3801,3
7.76,7.08,189.33,0.0269,0.0044,no,50.6,7.5706,0.8287,4.1107,0.3764,3
11.76,11.15,244.26,0.0267,0.0028,no,50.6,7.4875,0.8196,4.0702,0.3749,3
15.43,14.87,267.29,0.0272,0.0032,no,50.6,7.5994,0.8318,4.1285,0.3791,3
13.36,12.65,211.8,0.0265,0.0036,no,50.6,7.3848,0.8083,4.0391,0.3837,3
13.52,12.56,265.65,0.0267,0.0033,no,50.6,7.5121,0.8223,4.0878,0.3786,3
15.85,15.15,279.83,0.0266,0.0022,no,50.6,7.4985,0.8208,4.0735,0.374,3
19.47,18.04,337.12,0.0276,0.0034,no,50.6,7.7724,0.8508,4.2158,0.3839,3
12.17,11.87,287.07,0.0268,0.0031,no,50.6,7.6876,0.8415,4.1756,0.383,3
26.09,24.87,351.09,0.0273,0.0031,no,50.6,7.758,0.8492,4.2004,0.3787,3
18.79,17.76,293.38,0.028,0.003,no,50.6,7.7945,0.8532,4.2351,0.3892,3
10.05,9.63,211.17,0.027,0.0035,no,50.6,7.6562,0.838,4.1516,0.3774,3
10.57,9.88,203.38,0.0267,0.0034,no,50.6,7.5341,0.8247,4.1053,0.3828,4
10.57,9.88,203.38,0.0319,0.0032,no,50.6,9.1488,1.0014,4.9016,0.4149,4
10.57,9.88,203.38,0.0473,0.0029,no,50.6,15.3074,1.6755,7.9741,0.5311,4
10.57,9.88,203.38,0.0262,0.0031,no,50.6,7.6189,0.834,4.0532,0.3268,3
10.57,9.88,203.38,0.0312,0.0039,no,50.6,9.187,1.0056,4.8373,0.3589,4
10.57,9.88,203.38,0.0374,0.003,no,50.6,11.419,1.2499,5.9539,0.4006,4
10.08,9.73,244.65,0.0286,0.0032,no,50.6,8.054,0.8816,4.3688,0.3979,3
10.08,9.73,244.65,0.0326,0.0035,no,50.6,9.287,1.0165,4.9899,0.4301,3
10.08,9.73,244.65,0.0406,0.0034,no,50.6,11.9389,1.3068,6.3129,0.4856,3
10.08,9.73,244.65,0.0267,0.0039,no,50.6,7.4111,0.8112,4.0502,0.3832,4
10.08,9.73,244.65,0.0329,0.0035,no,50.6,9.499,1.0397,5.0704,0.4187,4
10.08,9.73,244.65,0.0395,0.0042,no,50.6,11.6556,1.2758,6.1511,0.4655,4
7.76,7.08,189.33,0.0293,0.0039,no,50.6,7.9759,0.873,4.4423,0.4565,3
7.76,7.08,189.33,0.0342,0.0033,no,50.6,9.717,1.0636,5.3368,0.517,3
7.76,7.08,189.33,0.0394,0.0054,no,50.6,11.4156,1.2495,6.1744,0.5535,3
10.57,9.88,203.38,0.0245,0.0027,no,50.6,7.5612,0.8276,3.9437,0.2663,3
10.57,9.88,203.38,0.027,0.0033,no,50.6,7.6232,0.8344,4.137,0.3777,3
10.57,9.88,203.38,0.0285,0.0034,no,50.6,7.624,0.8345,4.2912,0.4584,3
10.57,9.88,203.38,0.0288,0.0029,no,50.6,7.4281,0.8131,4.3388,0.5166,3
10.57,9.88,203.38,0.0362,0.0034,no,50.6,11.1443,1.2198,5.775,0.3606,3
10.57,9.88,203.38,0.0352,0.0029,no,50.6,11.4021,1.248,6.0363,0.4689,3
10.57,9.88,203.38,0.0409,0.0036,no,50.6,11.6107,1.2709,6.2281,0.5313,3
10.57,9.88,203.38,0.0409,0.0033,no,50.6,12.2662,1.3426,6.625,0.5891,3
10.57,9.88,203.38,0.0268,0.003,no,50.6,7.5333,0.8246,4.0889,0.3737,3
10.57,9.88,203.38,0.0261,0.0033,no,50.6,7.4544,0.8159,4.0534,0.374,3
10.57,9.88,203.38,0.0273,0.0034,no,50.6,7.7139,0.8443,4.2012,0.3908,4
10.57,9.88,203.38,0.0266,0.0033,no,50.6,7.4145,0.8116,4.0573,0.3863,3
10.08,9.73,244.65,0.033,0.0033,no,50.6,9.929,1.0868,5.1295,0.3069,3
10.08,9.73,244.65,0.0327,0.0036,no,50.6,9.4931,1.0391,5.0925,0.4346,3
10.08,9.73,244.65,0.0337,0.0033,no,50.6,9.4626,1.0358,5.1656,0.4861,3
10.08,9.73,244.65,0.0334,0.0039,no,50.6,9.4643,1.0359,5.2278,0.5194,3
10.57,9.88,203.38,0.0267,0.0031,no,50.6,7.5044,0.8214,4.095,0.3847,3
10.57,9.88,203.38,0.028,0.0048,no,50.6,7.8369,0.8578,4.2758,0.4013,3
10.57,9.88,203.38,0.0267,0.0032,no,50.6,7.4841,0.8192,4.0781,0.3803,3
10.57,9.88,203.38,0.0297,0.0031,no,50.6,8.411,0.9207,4.5541,0.4106,3
10.57,9.88,203.38,0.0317,0.0028,no,50.6,9.4041,1.0294,5.0399,0.4275,3
10.57,9.88,203.38,0.0333,0.0037,no,50.6,9.4804,1.0377,5.0797,0.4303,3
10.57,9.88,203.38,0.0329,0.003,no,50.6,9.3896,1.0278,5.0194,0.4187,3
10.57,9.88,203.38,0.0334,0.0033,no,50.6,9.5796,1.0486,5.1162,0.4241,3
10.08,9.73,244.65,0.0321,0.0032,no,50.6,9.5576,1.0462,5.117,0.4312,4
9.73,9.73,216.3,0.0329,0.0047,no,50.6,9.5508,1.0454,5.0989,0.4215,4
9.73,9.73,216.3,0.0341,0.0032,no,50.6,9.806,1.0733,5.2535,0.4446,4
9.73,9.73,216.3,0.0379,0.0037,no,50.6,11.0196,1.2062,5.8587,0.4702,4
10.57,9.88,203.38,0.0184,0.0021,no,50.6,7.8504,0.8593,4.2666,0.3926,4
10.57,9.88,203.38,0.0224,0.0253,no,50.6,9.5983,1.0506,5.1473,0.4384,3
10.57,9.88,203.38,0.0182,0.002,no,50.6,7.7012,0.843,4.1781,0.3809,3
10.57,9.88,203.38,0.0223,0.0021,no,50.6,9.6169,1.0526,5.1461,0.4321,3
9.73,9.73,216.3,0.0188,0.0027,no,50.6,7.953,0.8705,4.3102,0.3907,4
10.08,9.73,244.65,0.0239,0.0025,no,50.6,10.2716,1.1243,5.4705,0.4447,4
10.57,9.88,203.38,0.0329,0.0034,no,50.6,9.4287,1.032,5.0546,0.4296,4
10.57,9.88,203.38,0.0402,0.003,no,50.6,11.6836,1.2789,6.1765,0.4742,4
10.08,9.73,244.65,0.0331,0.0034,no,50.6,9.4473,1.0341,5.0533,0.4232,4
10.08,9.73,244.65,0.0396,0.0039,no,50.6,11.4394,1.2521,6.0515,0.4672,4
7.76,7.08,189.33,0.0326,0.0033,no,50.6,9.907,1.0844,5.2914,0.4388,3
7.76,7.08,189.33,0.0382,0.0034,no,50.6,11.5378,1.2629,6.1071,0.4737,3
10.57,9.88,203.38,0.0318,0.0032,no,50.6,9.5593,1.0463,5.1357,0.4425,4
10.57,9.88,203.38,0.0414,0.0037,no,50.6,12.0373,1.3176,6.3962,0.5112,3
10.08,9.73,244.65,0.0335,0.0032,no,50.6,9.9222,1.0861,5.2716,0.4209,3
10.08,9.73,244.65,0.0389,0.0033,no,50.6,11.7031,1.281,6.2043,0.4873,3
7.76,7.08,189.33,0.0327,0.0038,no,50.6,9.739,1.066,5.1778,0.4155,3
7.76,7.08,189.33,0.0376,0.0034,no,50.6,11.3741,1.245,6.0087,0.4587,3
10.57,9.88,203.38,0.017,0.0037,no,50.6,4.688,0.5131,2.6761,0.2992,3
10.57,9.88,203.38,0.0127,0.0031,no,50.6,3.0598,0.3349,1.8545,0.239,3
9.73,9.73,216.3,0.0145,0.0048,no,50.6,3.7043,0.4055,2.1997,0.2721,3
9.73,9.73,216.3,0.0094,0.0031,no,50.6,1.9912,0.218,1.3311,0.196,3
7.76,7.08,189.33,0.0151,0.0035,no,50.6,3.8476,0.4212,2.2457,0.2669,3
7.76,7.08,189.33,0.0093,0.0044,no,50.6,2.0345,0.2227,1.345,0.1958,3
10.57,9.88,203.38,0.0119,0.0033,no,50.6,2.8554,0.3125,1.7584,0.233,4
10.57,9.88,203.38,0.0104,0.0032,no,50.6,2.3211,0.2541,1.4966,0.2118,4
10.57,9.88,203.38,0.0061,0.003,no,50.6,0.9396,0.1795,0.8115,0.1359,4
9.73,9.73,216.3,0.0123,0.0035,no,50.6,2.9258,0.3203,1.8075,0.2408,3
9.73,9.73,216.3,0.0067,0.0036,no,50.6,1.1372,0.1917,0.9335,0.1545,3
14.51,13.88,222.38,0.012,0.0035,no,50.6,2.8257,0.3093,1.7534,0.2353,4
14.51,13.88,222.38,0.009,0.003,no,50.6,1.8394,0.2013,1.2627,0.1905,4
14.51,13.88,222.38,0.0058,0.0033,no,50.6,0.9074,0.1753,0.7874,0.132,4
11.76,11.15,244.26,0.0112,0.0026,no,50.6,2.7579,0.3019,1.7217,0.2332,4
11.76,11.15,244.26,0.0094,0.0029,no,50.6,1.9853,0.2173,1.3348,0.1977,4
11.76,11.15,244.26,0.0062,0.0028,no,50.6,1.016,0.1693,0.8302,0.1372,4
10.57,9.88,203.38,0.0456,0.003,no,50.6,13.6308,1.492,7.1456,0.5088,3
10.57,9.88,203.38,0.0596,0.0035,no,50.6,18.5427,2.0296,9.6047,0.5963,3
10.08,9.73,244.65,0.0457,0.0031,no,50.6,13.853,1.5163,7.2636,0.5183,4
11.76,11.15,244.26,0.0155,0.003,no,50.6,4.0919,0.4479,2.3686,0.2756,3
11.76,11.15,244.26,0.0213,0.0031,no,50.6,5.7727,0.6319,3.2104,0.328,3
11.76,11.15,244.26,0.0332,0.0032,no,50.6,9.6508,1.0564,5.1591,0.4303,3
15.43,14.87,267.29,0.0153,0.003,no,50.6,3.8612,0.4226,2.2797,0.2784,3
15.43,14.87,267.29,0.0212,0.0031,no,50.6,5.7744,0.6321,3.2222,0.3335,3
15.43,14.87,267.29,0.0327,0.0029,no,50.6,9.4142,1.0305,5.0381,0.4233,3
14.53,14.02,239.3,0.0211,0.003,no,50.6,5.7278,0.6269,3.1959,0.3307,3
14.53,14.02,239.3,0.0321,0.0028,no,50.6,9.9528,1.0894,5.3108,0.4375,3
10.08,9.73,244.65,0.0311,0.0033,no,50.6,9.5211,1.0422,5.0921,0.4261,4
10.08,9.73,244.65,0.0327,0.0048,no,50.6,9.4202,1.0311,5.0376,0.4212,4
10.08,9.73,244.65,0.0329,0.0067,no,50.6,9.4049,1.0294,5.0505,0.4339,4
10.57,9.88,203.38,0.0316,0.003,no,50.6,9.4431,1.0336,5.0549,0.4255,3
10.57,9.88,203.38,0.0328,0.005,no,50.6,9.3532,1.0238,5.01,0.4235,3
10.57,9.88,203.38,0.0328,0.0063,no,50.6,9.4371,1.033,5.0479,0.4228,4
10.57,9.88,203.38,0.033,0.0079,no,50.6,9.3998,1.0289,5.0304,0.4227,4
10.57,9.88,203.38,0.0335,0.0094,no,50.6,9.5991,1.0507,5.1305,0.4275,4
10.08,9.73,244.65,0.0328,0.0034,no,50.6,9.3905,1.0279,5.0257,0.4224,4
9.73,9.73,216.3,0.0339,0.0049,no,50.6,9.717,1.0636,5.2044,0.4397,4
9.73,9.73,216.3,0.035,0.0066,no,50.6,10.1682,1.113,5.4329,0.4517,4
9.73,9.73,216.3,0.0344,0.01,no,50.6,9.9137,1.0851,5.2828,0.4311,4
9.73,9.73,216.3,0.0318,0.0077,no,50.6,9.4015,1.0291,5.0283,0.4208,4
10.57,9.88,203.38,0.0332,0.003,no,50.6,9.5109,1.041,5.0896,0.4275,1
10.57,9.88,203.38,0.0332,0.0049,no,50.6,9.4287,1.032,5.0517,0.4277,1
10.57,9.88,203.38,0.0319,0.0063,no,50.6,9.7458,1.0668,5.2127,0.4364,1
10.57,9.88,203.38,0.0337,0.0084,no,50.6,9.7255,1.0645,5.2073,0.439,1
10.57,9.88,203.38,0.0336,0.0096,no,50.6,9.6814,1.0597,5.1722,0.4296,1
9.73,9.73,216.3,0.0338,0.0036,no,50.6,9.6627,1.0577,5.1541,0.4235,1
9.73,9.73,216.3,0.0327,0.0049,no,50.6,9.3769,1.0264,5.0112,0.4172,1
9.73,9.73,216.3,0.0334,0.0087,no,50.6,9.5101,1.041,5.0986,0.4335,1
9.73,9.73,216.3,0.0341,0.0088,no,50.6,9.8544,1.0786,5.2534,0.4299,1
9.73,9.73,216.3,0.0334,0.0114,no,50.6,9.6263,1.0537,5.1406,0.4258,1
10.08,9.73,244.65,0.0089,0.0091,no,50.6,2.0031,0.2193,1.3234,0.1926,3
10.08,9.73,244.65,0.0152,0.0073,no,50.6,3.8307,0.4193,2.2625,0.2766,3
10.08,9.73,244.65,0.0201,0.0089,no,50.6,5.6998,0.6239,3.1739,0.3259,3
10.08,9.73,244.65,0.0275,0.0077,no,50.6,7.6885,0.8416,4.1954,0.3941,3
10.08,9.73,244.65,0.0329,0.008,no,50.6,9.3328,1.0216,5.0044,0.4259,3
10.57,9.88,203.38,0.0281,0.0044,no,50.6,8.1651,0.8937,4.4108,0.3926,3
10.57,9.88,203.38,0.0267,0.0068,no,50.6,7.5358,0.8249,4.0985,0.3785,3
10.57,9.88,203.38,0.0274,0.0061,no,50.6,7.7885,0.8525,4.2163,0.3798,4
10.57,9.88,203.38,0.0279,0.0053,no,50.6,7.7665,0.8501,4.2179,0.3866,4
10.57,9.88,203.38,0.0217,0.0047,no,50.6,5.0179,0.5493,3.1752,0.4385,3
10.57,9.88,203.38,0.0357,0.0046,no,50.6,9.3503,1.0235,5.3174,0.5877,3
10.57,9.88,203.38,0.0308,0.005,no,50.6,7.9225,0.8672,4.6016,0.5401,4
10.57,9.88,203.38,0.0275,0.0041,no,50.6,7.7224,0.8453,4.5384,0.5484,4
10.08,9.73,244.65,0.0263,0.0047,no,50.6,7.4629,0.8169,4.0902,0.3924,3
10.08,9.73,244.65,0.0271,0.0048,no,50.6,7.5104,0.8221,4.106,0.3893,4
10.08,9.73,244.65,0.0275,0.0047,no,50.6,7.7673,0.8502,4.2237,0.3897,4
10.08,9.73,244.65,0.0189,0.0047,no,50.6,5.0688,0.5548,2.8754,0.3153,4
10.08,9.73,244.65,0.0298,0.0048,no,50.6,7.5205,0.8232,4.4233,0.5355,3
10.08,9.73,244.65,0.0297,0.0048,no,50.6,7.5392,0.8252,4.4422,0.5401,3
10.08,9.73,244.65,0.0299,0.0054,no,50.6,7.5468,0.8261,4.4269,0.5326,3
10.08,9.73,244.65,0.0296,0.0046,no,50.6,7.6206,0.8341,4.4849,0.5438,3
19.47,18.04,337.12,0.0231,0.0026,no,50.6,7.5087,0.8219,4.0877,0.3794,4
19.47,18.04,337.12,0.0271,0.0032,no,50.6,7.5511,0.8265,4.1097,0.381,4
19.47,18.04,337.12,0.0268,0.0036,no,50.6,7.5392,0.8252,4.0942,0.3751,4
19.47,18.04,337.12,0.0285,0.0038,no,50.6,8.0786,0.8843,4.3665,0.3899,4
19.47,18.04,337.12,0.0299,0.0036,no,50.6,8.5772,0.9388,4.6271,0.4086,4
19.47,18.04,337.12,0.0264,0.0031,no,50.6,7.7987,0.8536,4.2287,0.3844,4
19.47,18.04,337.12,0.032,0.0041,no,50.6,9.0445,0.99,4.8668,0.4234,4
12.54,11.97,220.5,0.0091,0.0031,no,50.6,1.9107,0.2091,1.2906,0.1919,4
12.54,11.97,220.5,0.0055,0.0029,no,50.6,0.8718,0.1746,0.7682,0.1291,3
12.54,11.97,220.5,0.0045,0.003,no,50.6,0.663,0.1742,0.5668,0.0947,3
12.54,11.97,220.5,0.0037,0.003,no,50.6,0.6588,0.1731,0.4422,0.0654,3
14.53,14.02,239.3,0.0095,0.003,no,50.6,2.048,0.2242,1.3486,0.1955,3
14.53,14.02,239.3,0.0059,0.003,no,50.6,0.8998,0.1768,0.7865,0.132,3
14.53,14.02,239.3,0.0048,0.0033,no,50.6,0.6491,0.1705,0.6057,0.1024,3
14.53,14.02,239.3,0.0039,0.0029,no,50.6,0.6881,0.1808,0.4636,0.0688,3
19.47,18.04,337.12,0.0268,0.0029,no,50.6,7.546,0.826,4.0954,0.3741,3
19.47,18.04,337.12,0.0265,0.0039,no,50.6,7.5477,0.8262,4.0981,0.3752,4
14.28,14.02,244.99,0.0269,0.0031,no,50.6,7.546,0.826,4.1272,0.3921,4
12.54,11.97,220.5,0.0267,0.0031,no,50.6,7.5307,0.8243,4.0867,0.3731,4
13.52,12.56,265.65,0.0303,0.0035,no,50.6,8.5815,0.9393,4.6196,0.4029,4
11.76,11.15,244.26,0.0275,0.0027,no,50.6,7.6834,0.841,4.1815,0.3875,4
15.43,14.87,267.29,0.027,0.0028,no,50.6,7.6791,0.8405,4.1615,0.377,3
15.63,15.1,277.8,0.0262,0.0029,no,50.6,7.5282,0.824,4.0916,0.3766,3
10.57,9.88,203.38,0.0274,0.0036,no,50.6,7.6978,0.8426,4.1847,0.3856,4
9.73,9.73,216.3,0.0272,0.0037,no,50.6,7.6791,0.8405,4.1612,0.3769,1
14.51,13.88,222.38,0.0298,0.0027,no,50.6,8.4101,0.9206,4.5323,0.3978,4
19.47,18.04,337.12,0.0326,0.0037,no,50.6,9.3413,1.0225,4.9944,0.4171,3
19.47,18.04,337.12,0.0272,0.0041,no,50.6,7.7766,0.8512,4.2121,0.3805,3
19.47,18.04,337.12,0.0273,0.0038,no,50.6,7.6978,0.8426,4.1807,0.3833,3
13.52,12.56,265.65,0.0212,0.0032,no,50.6,5.7193,0.626,3.1927,0.331,3
13.52,12.56,265.65,0.0153,0.003,no,50.6,3.9027,0.4272,2.2778,0.2707,3
13.52,12.56,265.65,0.0103,0.0033,no,50.6,2.3533,0.2576,1.5109,0.2127,3
14.28,14.02,244.99,0.0226,0.003,no,50.6,6.2586,0.6851,3.4656,0.3479,3
14.28,14.02,244.99,0.0151,0.003,no,50.6,3.8349,0.4198,2.2471,0.2696,3
14.28,14.02,244.99,0.0093,0.003,no,50.6,1.9336,0.2116,1.3124,0.1961,3
15.43,14.87,267.29,0.0205,0.0029,no,50.6,5.6658,0.6202,3.1652,0.3291,3
15.43,14.87,267.29,0.0151,0.0027,no,50.6,4.1215,0.4511,2.3904,0.2795,3
15.43,14.87,267.29,0.0088,0.003,no,50.6,1.8496,0.2025,1.2475,0.1853,4
26.21,24.87,358.69,0.0208,0.0031,no,50.6,5.6438,0.6178,3.1812,0.3415,3
26.21,24.87,358.69,0.0147,0.003,no,50.6,3.7365,0.409,2.1976,0.266,3
26.21,24.87,358.69,0.0086,0.0032,no,50.6,1.7868,0.1956,1.2337,0.187,3
18.79,17.76,293.38,0.0211,0.003,no,50.6,5.855,0.6409,3.2681,0.3387,1
18.79,17.76,293.38,0.0155,0.0041,no,50.6,3.9163,0.4287,2.2929,0.2746,3
18.79,17.76,293.38,0.0091,0.0038,no,50.6,1.8971,0.2077,1.2777,0.1895,3
18.79,17.76,293.38,0.0255,0.0028,no,50.6,7.6036,0.8323,4.1256,0.3763,4
-1,-1,-1,0.029,0,no,28.9,7.7342,0.8466,2.895,0.208,3
-1,-1,-1,0.0282,0,no,28.9,7.6834,0.841,2.8617,0.2022,4
26.09,24.87,351.09,0.0284,0.0031,no,50.6,8.0836,0.8848,4.3731,0.3924,3
26.21,24.87,358.69,0.0271,0.0031,no,50.6,7.5383,0.8251,4.126,0.3933,3
26.21,24.87,358.69,0.0266,0.003,no,50.6,7.4145,0.8116,4.0305,0.3713,3
31.62,29.05,489.62,0.0294,0.0031,no,50.6,8.3313,0.9119,4.4966,0.3982,3
31.62,29.05,489.62,0.0263,0.0032,no,50.6,7.4247,0.8127,4.0377,0.3727,4
31.62,29.05,489.62,0.027,0.003,no,50.6,7.7402,0.8472,4.2083,0.388,4
25.51,23.68,416.6,0.0269,0.0028,no,50.6,7.6359,0.8358,4.1492,0.3814,3
25.51,23.68,416.6,0.0272,0.0033,no,50.6,7.5782,0.8295,4.1219,0.3809,3
25.51,23.68,416.6,0.0267,0.0029,no,50.6,7.5816,0.8299,4.114,0.3754,3
10.57,9.88,203.38,0.0269,0.003,no,50.6,7.4637,0.817,4.0834,0.3885,3
12.54,11.97,220.5,0.0256,0.003,no,50.6,7.5748,0.8291,4.1216,0.3816,3
14.53,14.02,239.3,0.0265,0.0029,no,50.6,7.5002,0.821,4.0739,0.3737,4
14.51,13.88,222.38,0.027,0.0028,no,50.6,7.9954,0.8752,4.3364,0.3947,3
11.76,11.15,244.26,0.027,0.0027,no,50.6,7.5273,0.8239,4.093,0.3776,4
15.43,14.87,267.29,0.0155,0.0032,no,50.6,3.9706,0.4346,2.3184,0.2758,4
15.63,15.1,277.8,0.0271,0.003,no,50.6,7.5367,0.8249,4.1038,0.3814,3
10.57,9.88,203.38,0.0176,0.0022,no,50.6,7.5112,0.8222,4.0848,0.3771,1
14.51,13.88,222.38,0.0177,0.0022,no,50.6,7.5307,0.8243,4.1012,0.3814,1
15.43,14.87,267.29,0.0176,0.002,no,50.6,7.4247,0.8127,4.0452,0.377,1
10.57,9.88,203.38,0.0192,0.002,no,50.6,8.2202,0.8998,4.4589,0.4061,4
14.51,13.88,222.38,0.0184,0.002,no,50.6,7.7334,0.8465,4.2233,0.3982,1
15.43,14.87,267.29,0.0176,0.002,no,50.6,7.5154,0.8226,4.0818,0.3742,1
18.79,17.76,293.38,0.017,0.0576,no,71.9,0.641,0.178,0.641,0.178,4
18.79,17.76,293.38,0.0324,0.0441,no,71.9,1.2841,0.3565,1.2841,0.3565,4
18.79,17.76,293.38,0.0462,0.027,no,71.9,1.9344,0.5371,1.9344,0.5371,4
18.79,17.76,293.38,0.0645,0.0134,no,71.9,2.5728,0.7143,2.5728,0.7143,4
18.79,17.76,293.38,0.0055,0.0179,no,71.9,0.6643,0.1844,0.6643,0.1844,4
18.79,17.76,293.38,0.0111,0.0137,no,71.9,1.305,0.3623,1.305,0.3623,4
18.79,17.76,293.38,0.0165,0.0096,no,71.9,1.9261,0.5348,1.9261,0.5348,4
18.79,17.76,293.38,0.0217,0.0071,no,71.9,2.5698,0.7135,2.5698,0.7135,4
22.15,21.46,332.38,0.0164,0.0547,no,71.9,0.65,0.1805,0.65,0.1805,1
22.15,21.46,332.38,0.0317,0.0408,no,71.9,1.2581,0.3493,1.2581,0.3493,1
22.15,21.46,332.38,0.0481,0.0278,no,71.9,1.9248,0.5344,1.9248,0.5344,1
22.15,21.46,332.38,0.0637,0.0131,no,71.9,2.5611,0.7111,2.5611,0.7111,1
22.15,21.46,332.38,0.0056,0.0188,no,71.9,0.6487,0.1801,0.6487,0.1801,1
22.15,21.46,332.38,0.0111,0.0143,no,71.9,1.2797,0.3553,1.2797,0.3553,1
22.15,21.46,332.38,0.0152,0.0085,no,71.9,1.956,0.5431,1.956,0.5431,1
22.15,21.46,332.38,0.0219,0.0047,no,71.9,2.5668,0.7127,2.5668,0.7127,1
24.26,23.58,357.17,0.0165,0.0562,no,71.9,0.6404,0.1778,0.6404,0.1778,1
24.26,23.58,357.17,0.0319,0.041,no,71.9,1.2827,0.3562,1.2827,0.3562,1
24.26,23.58,357.17,0.0407,0.0231,no,71.9,1.9198,0.533,1.9198,0.533,1
24.26,23.58,357.17,0.0543,0.0113,no,71.9,2.5731,0.7144,2.5731,0.7144,1
24.26,23.58,357.17,0.005,0.0173,no,71.9,0.6444,0.1789,0.6444,0.1789,1
